Organoid,drug_name,IC50,AUC,Classification,SMILES,uniqueID
P17,BX-795,15.52150496,0.7855625,1,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I,12
P8,Lenalidomide,375494.4108,0.987533667,0,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,9
P24a,AKT inhibitor VIII,19096.99463,0.967875,0,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=C(N=C6C=C7C(=NC=N7)C=C6N5)C8=CC=CC=C8,15
P9,EHT 1864,2330654.414,0.965156333,0,C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl,19
P8,BX-795,48.83798511,0.8325,1,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I,12
P25,KU-55933,7959674.483,0.941606,1,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,18
P25,Docetaxel,0.025768393,0.9573125,0,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,34
P11,PLX4720,2902426.549,0.9932375,0,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F,45
P7,ZM-447439,174197.1592,0.962620667,0,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,62
P10,BMS-708163,117846.9445,0.969787667,0,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)[C@H](CCC(F)(F)F)C(=O)N)Cl,3
P28,AZD-2281,83855.3856,0.922666667,1,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,11
P28,AZD8931,12.30610726,0.68125,1,CNC(=O)CN1CCC(CC1)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC,60
P11,SB 216763,825877.9924,0.982806,0,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl,55
P19a,Cisplatin,1.092404781,0.6175,1,N.N.Cl[Pt]Cl,74
P19b,JNK Inhibitor VIII,2223559.245,0.992404,0,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N,48
P31,JNJ-26854165,54129.34108,0.94475,0,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4,6
P9,(5Z)-7-Oxozeaenol,19423.35591,0.922041667,0,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,69
P11,BMS-708163,134124.7884,0.980875,0,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)[C@H](CCC(F)(F)F)C(=O)N)Cl,3
P14,Temozolomide,138645.067,0.8664,1,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,53
P24a,BMS-345541,41362.04984,0.90375,1,CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN,38
P8,Obatoclax Mesylate,0.05439381,0.353388889,1,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O,35
P31,Nilotinib,70915.83225,0.991487,0,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,30
P26,PD-173074,204889.0195,0.995391,0,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C,46
P10,CEP-701,5.412839345,0.750416667,1,C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,67
P8,BMS-708163,10373.0004,0.949041667,0,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)[C@H](CCC(F)(F)F)C(=O)N)Cl,3
P28,Temozolomide,54884182.21,0.991608,0,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,53
P28,Vorinostat,18.11000963,0.72875,1,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,5
P19b,Camptothecin,6.536902328,0.939416667,0,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,50
P24a,BI-2536,282.9539017,0.975375,0,CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,49
P10,5-Fluorouracil,24797.24176,0.852916667,1,C1=C(C(=O)NC(=O)N1)F,1
P19b,MLN8237,2053.594671,0.876625,0,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC,61
P28,RO-3306,4193.058457,0.941041667,0,C1=CC2=C(C=CC(=C2)/C=C\3/C(=O)NC(=NCC4=CC=CS4)S3)N=C1,4
P17,JQ1,2.236032973,0.8268125,1,CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,32
P19a,AKT inhibitor VIII,14.2383723,0.782083333,1,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=C(N=C6C=C7C(=NC=N7)C=C6N5)C8=CC=CC=C8,15
P23,AZD-2281,474386.096,0.992613,0,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,11
P19a,BX-795,271.3208883,0.863333333,1,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I,12
P6,Vorinostat,12.17189085,0.708125,1,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,5
P26,MLN8237,307.7477819,0.904583333,0,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC,61
P6,JQ1,18.60431385,0.92675,0,CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,32
P9,LY317615,2409.000884,0.882458333,1,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,56
P25,PAC-1,94.80977355,0.8105625,1,C=CCC1=C(C(=CC=C1)/C=N/NC(=O)CN2CCN(CC2)CC3=CC=CC=C3)O,21
P9,BMN-673,973.1655826,0.836041667,1,CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,52
P26,Temozolomide,35840850.57,0.992821,0,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,53
P24a,BIRB 0796,13148.3659,0.837458333,1,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,39
P26,LY317615,11391867.16,0.992103667,0,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,56
P28,MK-2206,3767.986351,0.904125,1,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,10
P9,MK-2206,7.71589244,0.713333333,1,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,10
P26,GDC-0449,483.9429832,0.880375,1,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,65
P14,FK866,3550.572423,0.9784202,1,C1CN(CCC1CCCCNC(=O)/C=C/C2=CN=CC=C2)C(=O)C3=CC=CC=C3,14
P6,Obatoclax Mesylate,1.330581422,0.5659375,0,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O,35
P6,(5Z)-7-Oxozeaenol,7189.78623,0.9036875,1,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,69
P31,BI-2536,4427.67025,0.99335,0,CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,49
P19b,AKT inhibitor VIII,357.2875154,0.881666667,1,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=C(N=C6C=C7C(=NC=N7)C=C6N5)C8=CC=CC=C8,15
P19a,BIRB 0796,3226832.997,0.993237,0,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,39
P16,PF-4708671,195011.393,0.946033,0,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F,43
P25,PLX4720,89749.49224,0.959875,0,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F,45
P7,BMS-708163,1308.919112,0.89375,1,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)[C@H](CCC(F)(F)F)C(=O)N)Cl,3
P19a,KU-55933,708.4803104,0.843291667,1,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,18
P28,NU-7441,30488.74501,0.957662333,0,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,17
P19a,MLN8237,287.3250022,0.81875,0,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC,61
P17,BMS-708163,669.255177,0.88625,1,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)[C@H](CCC(F)(F)F)C(=O)N)Cl,3
P20,FK866,13448.16661,0.990441333,0,C1CN(CCC1CCCCNC(=O)/C=C/C2=CN=CC=C2)C(=O)C3=CC=CC=C3,14
P19b,MK-2206,7.229667141,0.790791667,1,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,10
P6,Paclitaxel,0.046831739,0.976,0,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,33
P28,JNJ-26854165,7332.442453,0.939875,0,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4,6
P8,Bortezomib,0.041663246,0.956041667,0,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,0
P7,AKT inhibitor VIII,5.655057757,0.7575,1,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=C(N=C6C=C7C(=NC=N7)C=C6N5)C8=CC=CC=C8,15
P6,Gefitinib,1029.835674,0.9858065,0,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,63
P19a,ABT-263,16647.2359,0.981329333,0,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,27
P10,Temozolomide,5364416.555,0.958204,1,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,53
P31,Cisplatin,224239.0933,0.983375,0,N.N.Cl[Pt]Cl,74
P7,PF477736,14.76809327,0.904125,0,CN1C=C(C=N1)C2=C3C=NNC(=O)C4=C3C(=CC(=C4)NC(=O)[C@@H](C5CCCCC5)N)N2,57
P31,Oxaliplatin,14646529.75,0.989556,0,C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],13
P8,PF-02341066,1071.026335,0.975875,0,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,68
P28,Paclitaxel,0.008363425,0.938166667,1,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,33
P16,RO-3306,545448.8867,0.977579333,0,C1=CC2=C(C=CC(=C2)/C=C\3/C(=O)NC(=NCC4=CC=CS4)S3)N=C1,4
P16,Embelin,3419357.049,0.982949667,0,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,44
P25,GW 441756,4443.258067,0.967875,0,CN1C=C(C2=CC=CC=C21)/C=C\3/C4=C(C=CC=N4)NC3=O,54
P8,XAV 939,358230.9781,0.988283333,0,C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F,20
P19b,PD-173074,14114.91995,0.974367,0,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C,46
P19b,Fulvestrant,3708.663457,0.963496,1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,73
P19b,GDC0941,47.37714714,0.793083333,1,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,66
P20,Sorafenib,73.93658531,0.890791667,1,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,59
P10,Mirin,100833.7931,0.857458333,1,C1=CC(=CC=C1/C=C\2/C(=O)N=C(S2)N)O,2
P11,KU-55933,7073412.429,0.994712,0,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,18
P28,PAC-1,469796.2713,0.979625,0,C=CCC1=C(C(=CC=C1)/C=N/NC(=O)CN2CCN(CC2)CC3=CC=CC=C3)O,21
P8,EHT 1864,1715087.244,0.983158167,0,C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl,19
P23,PF-4708671,3824.88618,0.9055625,0,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F,43
P26,Cisplatin,13.64707134,0.762041667,1,N.N.Cl[Pt]Cl,74
P10,CHIR-99021,1631047.758,0.977533,0,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,41
P10,LY317615,739.1341098,0.865416667,1,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,56
P10,BI-2536,0.02260507,0.679583333,1,CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,49
P18,Gefitinib,594.6394816,0.987154667,0,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,63
P16,AKT inhibitor VIII,3548539.05,0.997466333,0,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=C(N=C6C=C7C(=NC=N7)C=C6N5)C8=CC=CC=C8,15
P19a,PF-02341066,0.02690739,0.677083333,1,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,68
P23,AICAR,8554.71418,0.794375,0,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,7
P17,Temozolomide,7119637.023,0.96102825,1,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,53
P6,PLX4720,173381.5971,0.96925,0,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F,45
P20,17-AAG,1576.82432,0.912350167,0,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)O)OC,71
P24a,SL 0101-1,52.50387029,0.734583333,1,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)OC(=O)C)OC(=O)C,72
P18,Cisplatin,3335.732916,0.878333333,0,N.N.Cl[Pt]Cl,74
P23,AZ960,2848464.586,0.9884185,0,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F,37
P16,FK866,27385.64234,0.992145667,0,C1CN(CCC1CCCCNC(=O)/C=C/C2=CN=CC=C2)C(=O)C3=CC=CC=C3,14
P20,CEP-701,18.21773668,0.76975,1,C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,67
P17,Nilotinib,10.84892865,0.83375,1,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,30
P20,JQ1,0.519302793,0.738729167,1,CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,32
P20,BI-2536,7.42995104,0.84375,0,CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,49
P9,PD-173074,23903.29094,0.958908333,1,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C,46
P11,Fulvestrant,5285.226634,0.9809315,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,73
P28,ZM-447439,1470.284349,0.939041667,0,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,62
P19b,FK866,1549.847855,0.958166667,1,C1CN(CCC1CCCCNC(=O)/C=C/C2=CN=CC=C2)C(=O)C3=CC=CC=C3,14
P6,AZ960,1835982.157,0.992612,0,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F,37
P26,NVP-BEZ235,0.560397969,0.92075,0,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,22
P16,NU-7441,134720.246,0.991691333,0,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,17
P16,MLN8237,0.379115402,0.696666667,1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC,61
P23,Fulvestrant,5617.419139,0.985306,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,73
P23,Paclitaxel,0.132652967,0.9845565,0,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,33
P25,Sorafenib,8433.134968,0.9473125,1,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,59
P19b,KU-55933,2902197.956,0.991653667,0,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,18
P25,NVP-BEZ235,0.007662657,0.7275,1,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,22
P25,AICAR,98.22508854,0.52125,1,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,7
P9,Sorafenib,22161.40194,0.966477,0,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,59
P14,LY317615,12784.53975,0.8624,1,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,56
P19b,ABT-263,59765.96154,0.972949667,0,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,27
P10,Axitinib,164.5104303,0.9075,1,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4,58
P28,FK866,14144.61906,0.985070667,0,C1CN(CCC1CCCCNC(=O)/C=C/C2=CN=CC=C2)C(=O)C3=CC=CC=C3,14
P6,CHIR-99021,607.9433924,0.899875,1,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,41
P6,RO-3306,206551.5825,0.982806,0,C1=CC2=C(C=CC(=C2)/C=C\3/C(=O)NC(=NCC4=CC=CS4)S3)N=C1,4
P6,BMN-673,204.6047486,0.785625,1,CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,52
P20,AZD-2281,157557.7369,0.9830335,0,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,11
P20,PF-4708671,36.89395229,0.746416667,1,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F,43
P17,ZM-447439,489.5572135,0.903,1,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,62
P28,XAV 939,81134.79269,0.967662667,1,C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F,20
P24a,SGC0946,546.8945126,0.9154375,1,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,23
P25,JNJ-26854165,3013.157629,0.8718125,1,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4,6
P7,YK 4-279,10.12992318,0.654583333,1,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,64
P24a,CEP-701,1591.119781,0.876625,0,C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,67
P31,EHT 1864,6815479.827,0.994712,0,C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl,19
P31,NVP-BEZ235,815.4243556,0.99035,0,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,22
P19b,BYL719,117.1354965,0.860791667,1,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,31
P31,GSK269962A,1015075.561,0.99335,0,CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6,47
P14,ABT-263,38591.04444,0.972137333,0,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,27
P7,PAC-1,434582.9408,0.963912667,0,C=CCC1=C(C(=CC=C1)/C=N/NC(=O)CN2CCN(CC2)CC3=CC=CC=C3)O,21
P26,BMN-673,47988.42382,0.941875,0,CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,52
P16,BMS-708163,303402.3349,0.981783667,0,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)[C@H](CCC(F)(F)F)C(=O)N)Cl,3
P7,AICAR,78.25993078,0.499583333,1,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,7
P23,(5Z)-7-Oxozeaenol,10450.08839,0.943625,0,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,69
P24a,BMS-708163,74683.99888,0.954833333,0,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)[C@H](CCC(F)(F)F)C(=O)N)Cl,3
P31,Mirin,544453141.4,0.9932375,0,C1=CC(=CC=C1/C=C\2/C(=O)N=C(S2)N)O,2
P6,5-Fluorouracil,3471735.832,0.9815,0,C1=C(C(=O)NC(=O)N1)F,1
P7,AZD6482,114.3758522,0.877916667,1,CC1=CN2C(=O)C=C(N=C2C(=C1)[C@@H](C)NC3=CC=CC=C3C(=O)O)N4CCOCC4,40
P6,BMS-536924,107870.8289,0.982181,0,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,36
